Date,Open,High,Low,Close,Volume,Change
2023-03-29,1172945,1178832,1162643,1164115,41268,-0.00752805971294479
2023-03-30,1161171,1161171,1149398,1150869,43963,-0.011378600911421954
2023-03-31,1150869,1162643,1144983,1159700,40081,0.007673332064726646
2023-04-03,1161171,1167058,1143511,1144983,40501,-0.012690350952832663
2023-04-04,1147926,1159700,1143511,1159700,30214,0.012853465946655929
2023-04-05,1159700,1170002,1149398,1159700,26100,0.0
2023-04-06,1162643,1212681,1162643,1184719,115047,0.021573682849012732
2023-04-07,1183247,1184719,1165586,1171473,41681,-0.011180710362541646
2023-04-10,1171473,1190605,1161171,1181775,41933,0.008794056713214982
2023-04-11,1186190,1205322,1183247,1195020,43346,0.01120771720505176
2023-04-12,1187662,1195020,1175888,1177360,75000,-0.014777995347358241
2023-04-13,1177360,1199436,1175888,1199436,58267,0.018750424678942723
2023-04-14,1206794,1214153,1199436,1202379,54788,0.002453653217012075
2023-04-17,1202379,1203851,1186190,1195020,28439,-0.006120366373664199
2023-04-18,1187662,1187662,1162643,1167058,56642,-0.023398771568676646
2023-04-19,1171473,1171473,1152341,1159700,42021,-0.0063047423521367385
2023-04-20,1159700,1162643,1149398,1155285,40959,-0.003807019056652594
2023-04-21,1155285,1161171,1149398,1155285,23450,0.0
2023-04-24,1164115,1177360,1155285,1172945,44266,0.015286271352956238
2023-04-25,1183247,1183247,1152341,1156756,44458,-0.013802011176994644
2023-04-26,1158228,1162643,1149398,1152341,33187,-0.0038167081043885
2023-04-27,1147926,1150869,1128794,1144983,46700,-0.00638526269567774
2023-04-28,1140568,1158228,1140568,1149398,35030,0.003855952446455646
2023-05-02,1118492,1146454,1112605,1128794,68651,-0.017925905560998046
2023-05-03,1128794,1140568,1122907,1140568,35726,0.010430601154860941
2023-05-04,1134681,1175888,1134681,1172945,98160,0.028386733627455696
2023-05-08,1175888,1183247,1158228,1159700,42006,-0.011292089569417185
2023-05-09,1161171,1172945,1156756,1159700,29630,0.0
2023-05-10,1162643,1164115,1143511,1147926,26573,-0.01015262567905495
2023-05-11,1152341,1161171,1147926,1152341,27923,0.0038460667325246334
2023-05-12,1152341,1155285,1140568,1149398,19664,-0.002553931518534891
2023-05-15,1142039,1162643,1142039,1161171,26997,0.010242753162960083
2023-05-16,1152341,1168530,1152341,1162643,16663,0.0012676858102724786
2023-05-17,1152341,1162643,1152341,1158228,10109,-0.00379738234350524
2023-05-18,1159700,1162643,1146454,1147926,25226,-0.008894621784311885
2023-05-19,1143511,1150869,1142039,1146454,23259,-0.0012823126229390969
2023-05-22,1147926,1162643,1147926,1158228,26035,0.0102699279691989
2023-05-23,1162643,1165586,1159700,1165586,29176,0.0063528079100143575
2023-05-24,1161171,1167058,1155285,1165586,22481,0.0
2023-05-25,1159700,1165586,1146454,1146454,24417,-0.016414061253309464
2023-05-26,1144983,1150869,1137624,1143511,18195,-0.0025670458649016403
2023-05-30,1146454,1150869,1140568,1144983,24817,0.0012872635243561525
2023-05-31,1143511,1158228,1142039,1153813,50166,0.00771190489291107
2023-06-01,1159700,1167058,1144983,1159700,36690,0.005102213270261391
2023-06-02,1171473,1171473,1152341,1155285,27382,-0.003807019056652594
2023-06-05,1156756,1159700,1147926,1155285,22248,0.0
2023-06-07,1167058,1168530,1152341,1156756,37373,0.0012732788878935253
2023-06-08,1164115,1165586,1150869,1155285,38595,-0.0012716597104316385
2023-06-09,1162643,1192077,1161171,1178832,106905,0.02038198366636812
2023-06-12,1181775,1183247,1167058,1170002,41229,-0.007490465138374258
2023-06-13,1177360,1183247,1156756,1156756,42982,-0.011321348168635614
2023-06-14,1159700,1161171,1152341,1153813,32193,-0.002544183907410069
2023-06-15,1155285,1161171,1143511,1144983,33969,-0.007652886559607164
2023-06-16,1147926,1152341,1136152,1140568,65780,-0.003855952446455535
2023-06-19,1140568,1146454,1136152,1139096,26713,-0.0012905850418387654
2023-06-20,1136152,1137624,1130266,1131737,37221,-0.006460386130756279
2023-06-21,1128794,1130266,1112605,1114077,47648,-0.015604332101892937
2023-06-22,1112605,1121435,1108190,1112605,33555,-0.0013212731256456722
2023-06-23,1118492,1121435,1097888,1099360,51534,-0.011904494407269373
2023-06-26,1099360,1119964,1089058,1118492,29904,0.01740285256876728
2023-06-27,1111134,1117020,1099360,1100832,30589,-0.015789116059837682
2023-06-28,1106718,1108190,1092001,1092001,27838,-0.008022114182727247
2023-06-29,1090530,1111134,1090530,1100832,29169,0.008086988931328865
2023-06-30,1100832,1108190,1090530,1094945,30635,-0.005347773320543037
2023-07-03,1096417,1100832,1090530,1093473,42698,-0.0013443597623624681
2023-07-04,1103775,1109662,1096417,1097888,46594,0.00403759397808634
2023-07-05,1111134,1130266,1109662,1111134,54675,0.012064982949080427
2023-07-06,1111134,1112605,1093473,1102303,33503,-0.0079477362766327
2023-07-07,1096417,1102303,1052266,1058152,85019,-0.04005341544021923
2023-07-10,1058152,1062567,1034605,1041964,56248,-0.01529836923239758
2023-07-11,1050794,1080228,1049322,1064039,43666,0.021185952681666453
2023-07-12,1062567,1075813,1047850,1074341,50131,0.00968197594261122
2023-07-13,1086115,1103775,1083171,1100832,60874,0.024657906567840282
2023-07-14,1105247,1105247,1087586,1094945,43819,-0.005347773320543037
2023-07-17,1094945,1094945,1080228,1083171,30135,-0.010753051523135881
2023-07-18,1080228,1087586,1068454,1077284,27902,-0.005434968255243144
2023-07-19,1077284,1096417,1077284,1090530,32314,0.012295736314658079
2023-07-20,1087586,1093473,1074341,1084643,27360,-0.0053982925733359055
2023-07-21,1075813,1118492,1075813,1100832,69289,0.014925648346967524
2023-07-24,1100832,1102303,1084643,1092001,39337,-0.008022114182727247
2023-07-25,1086115,1099360,1080228,1081700,33564,-0.009433141544742174
2023-07-26,1077284,1086115,1052266,1069926,69157,-0.010884718498659463
2023-07-27,1094945,1167058,1087586,1164115,209853,0.08803319108050456
2023-07-28,1164115,1164115,1139096,1153813,64179,-0.008849641143701459
2023-07-31,1155285,1156756,1119964,1127322,64873,-0.022959526370391004
2023-08-01,1140568,1184719,1137624,1180303,116295,0.04699721996022421
2023-08-02,1180303,1183247,1155285,1161171,51985,-0.01620939707854674
2023-08-03,1170002,1192077,1161171,1187662,88519,0.022814038586909335
2023-08-04,1189134,1195020,1165586,1171473,39457,-0.013630982552275017
2023-08-07,1168530,1186190,1162643,1167058,37044,-0.003768759501926233
2023-08-08,1171473,1177360,1155285,1162643,27864,-0.003783016782370696
2023-08-09,1159700,1184719,1158228,1174417,33644,0.010126926322181484
2023-08-10,1164115,1180303,1162643,1180303,27507,0.005011848432030508
2023-08-11,1181775,1184719,1171473,1178832,29444,-0.0012462901475298604
2023-08-14,1170002,1178832,1164115,1168530,23680,-0.008739158760535881
2023-08-16,1161171,1162643,1142039,1149398,30745,-0.016372707589877855
2023-08-17,1143511,1149398,1130266,1136152,25897,-0.011524293586729795
2023-08-18,1124379,1147926,1124379,1134681,24989,-0.0012947211288630855
2023-08-21,1134681,1161171,1133209,1144983,21221,0.009079203758589394
2023-08-22,1147926,1150869,1133209,1137624,21004,-0.006427169661034293
2023-08-23,1127322,1143511,1119964,1122907,22085,-0.012936611745181237
2023-08-24,1122907,1136152,1122907,1122907,18381,0.0
2023-08-25,1111134,1124379,1109662,1114077,15924,-0.007863518528248514
2023-08-28,1122907,1124379,1097888,1103775,35306,-0.009247116671468825
2023-08-29,1108190,1112605,1102303,1108190,15873,0.0039999094018254855
2023-08-30,1122907,1122907,1108190,1111134,15950,0.0026565841597558926
2023-08-31,1112605,1115549,1083171,1084643,56588,-0.023841408866977387
2023-09-01,1086115,1102303,1078756,1078756,29957,-0.005427592304564688
2023-09-04,1075813,1083171,1068454,1083171,21839,0.004092677120683508
2023-09-05,1078756,1086115,1075813,1083171,19512,0.0
2023-09-06,1081700,1083171,1068454,1071398,34950,-0.010869013295223051
2023-09-07,1068454,1077284,1059624,1065511,32289,-0.0054946901151579075
2023-09-08,1066983,1069926,1055209,1065511,32749,0.0
2023-09-11,1071398,1081700,1058152,1080228,23139,0.013812152103544584
2023-09-12,1086115,1086115,1061096,1064039,23993,-0.014986650966277493
2023-09-13,1059624,1072869,1055209,1064039,21377,0.0
2023-09-14,1068454,1075813,1058152,1075813,35603,0.011065383881605939
2023-09-15,1077284,1080228,1069926,1075813,42912,0.0
2023-09-18,1078756,1089058,1075813,1077284,28561,0.001367338003909646
2023-09-19,1081700,1083171,1071398,1072869,18389,-0.004098269351443085
2023-09-20,1072869,1072869,1056681,1058152,31412,-0.013717424960549729
2023-09-21,1055209,1056681,1043435,1044907,41072,-0.01251710529300143
2023-09-22,1037549,1044907,1031662,1034605,29821,-0.009859250631874428
2023-09-25,1036077,1039020,1021360,1021360,36478,-0.012801987231842116
2023-09-26,1019888,1021360,996341,1000756,53699,-0.020173102529960074
2023-09-27,990454,1009586,990454,1002228,38763,0.0014708880086653497
2023-10-04,983096,1031662,983096,1016945,90124,0.014684283416547927
2023-10-05,1025775,1081700,1016945,1064039,101457,0.04630928909626375
2023-10-06,1072869,1081700,1056681,1075813,38107,0.011065383881605939
2023-10-10,1075813,1087586,1064039,1068454,36990,-0.006840408137845477
2023-10-11,1074341,1081700,1064039,1066983,25389,-0.0013767555739414572
2023-10-12,1078756,1078756,1061096,1071398,25452,0.0041378353731971185
2023-10-13,1059624,1069926,1056681,1061096,21453,-0.009615474361535092
2023-10-16,1064039,1069926,1050794,1053737,23217,-0.006935282010298804
2023-10-17,1064039,1071398,1061096,1061096,20819,0.00698371605058945
2023-10-18,1056681,1065511,1036077,1036077,27304,-0.02357845096013933
2023-10-19,1021360,1049322,1021360,1046379,48952,0.00994327641671422
2023-10-20,1039020,1046379,1030190,1039020,35697,-0.00703282462664101
2023-10-23,1039020,1044907,1028718,1030190,44760,-0.008498392716213332
2023-10-24,1041964,1086115,1040492,1086115,84539,0.05428610256360478
2023-10-25,1086115,1087586,1058152,1064039,54339,-0.020325656122970437
2023-10-26,1056681,1093473,1044907,1072869,97025,0.008298568003616502
2023-10-27,1061096,1075813,1049322,1064039,37603,-0.008230268560280862
2023-10-30,1059624,1069926,1056681,1061096,27552,-0.0027658760628135326
2023-10-31,1058152,1058152,1037549,1043435,48046,-0.016644111371638348
2023-11-01,1043435,1052266,1033133,1034605,25745,-0.008462434171750077
2023-11-02,1050794,1055209,1040492,1047850,31234,0.012801987231842116
2023-11-03,1052266,1053737,1031662,1037549,24684,-0.0098306055256
2023-11-06,1049322,1077284,1044907,1077284,54400,0.03829698645557955
2023-11-07,1074341,1080228,1065511,1077284,29761,0.0
2023-11-08,1089058,1096417,1071398,1080228,27240,0.002732798407847792
2023-11-09,1080228,1083171,1064039,1064039,23941,-0.014986650966277493
2023-11-10,1056681,1069926,1053737,1068454,16570,0.004149284001808251
2023-11-13,1074341,1074341,1058152,1059624,17029,-0.008264277170566103
2023-11-14,1071398,1071398,1056681,1059624,28237,0.0
2023-11-15,1071398,1077284,1062567,1077284,43211,0.01666628917427304
2023-11-16,1077284,1084643,1071398,1077284,18485,0.0
2023-11-17,1081700,1081700,1064039,1064039,18684,-0.012294808054329254
2023-11-20,1053737,1068454,1052266,1059624,23344,-0.004149284001808251
2023-11-21,1065511,1068454,1058152,1062567,22292,0.0027774002853842017
2023-11-22,1055209,1064039,1050794,1061096,20279,-0.0013843832906537124
2023-11-23,1058152,1065511,1055209,1061096,16138,0.0
2023-11-24,1061096,1065511,1041964,1043435,31646,-0.016644111371638348
2023-11-27,1043435,1047850,1030190,1034605,35983,-0.008462434171750077
2023-11-28,1047850,1072869,1037549,1069926,52789,0.03413959917069809
2023-11-29,1069926,1077284,1064039,1072869,45023,0.0027506575221090124
2023-11-30,1066983,1071398,1056681,1066983,45738,-0.005486224320024213
2023-12-01,1066983,1069926,1046379,1046379,33013,-0.019310523222956677
2023-12-04,1053737,1058152,1047850,1047850,22912,0.0014058003839909627
2023-12-05,1041964,1059624,1040492,1052266,32307,0.004214343656057551
2023-12-06,1055209,1058152,1037549,1037549,37086,-0.013986007340349271
2023-12-07,1037549,1046379,1030190,1043435,31884,0.0056729850831140904
2023-12-08,1049322,1053737,1037549,1043435,36507,0.0
2023-12-11,1043435,1044907,1033133,1034605,32902,-0.008462434171750077
2023-12-12,1041964,1043435,1031662,1036077,32474,0.0014227652099110255
2023-12-13,1036077,1037549,1030190,1031662,27914,-0.004261266295844779
2023-12-14,1040492,1043435,1027247,1027247,70132,-0.004279502395164281
2023-12-15,1033133,1037549,1030190,1034605,40599,0.007162834255052486
2023-12-18,1037549,1039020,1030190,1031662,35962,-0.0028445638673696427
2023-12-19,1031662,1037549,1031662,1036077,26622,0.004279502395164281
2023-12-20,1039020,1061096,1036077,1058152,71239,0.021306331479224117
2023-12-21,1052266,1059624,1040492,1047850,28443,-0.009735841353605168
2023-12-22,1053737,1059624,1047850,1059624,31095,0.011236341079353007
2023-12-26,1066983,1066983,1056681,1062567,36087,0.0027774002853842017
2023-12-27,1062567,1072869,1059624,1072869,40007,0.00969538862020003
2023-12-28,1072869,1118492,1069926,1118492,89718,0.0425242970017774
2024-01-02,1118492,1177360,1112605,1161171,135379,0.03815762651856258
2024-01-03,1150869,1167058,1142039,1158228,59353,-0.002534510420945768
2024-01-04,1150869,1153813,1117020,1133209,52854,-0.021601100992205358
2024-01-05,1125851,1131737,1108190,1112605,41410,-0.018181994671768398
2024-01-08,1122907,1122907,1097888,1102303,41068,-0.009259350802845567
2024-01-09,1114077,1115549,1105247,1106718,21948,0.004005250824864026
2024-01-10,1115549,1115549,1096417,1097888,17166,-0.007978545573488427
2024-01-11,1103775,1125851,1097888,1105247,34712,0.006702869509458198
2024-01-12,1106718,1115549,1089058,1094945,24687,-0.009320993406903622
2024-01-15,1092001,1130266,1087586,1124379,38093,0.02688171551995766
2024-01-16,1125851,1143511,1111134,1127322,48396,0.0026174448295459563
2024-01-17,1133209,1133209,1111134,1112605,45394,-0.01305483260328455
2024-01-18,1112605,1118492,1100832,1103775,30748,-0.007936329604846248
2024-01-19,1105247,1134681,1099360,1133209,62857,0.026666666666666616
2024-01-22,1140568,1167058,1134681,1167058,92843,0.02987004162515472
2024-01-23,1167058,1175888,1161171,1175888,52692,0.007566033564741392
2024-01-24,1172945,1189134,1152341,1159700,58746,-0.013766617228851752
2024-01-25,1170002,1177360,1146454,1155285,65692,-0.003807019056652594
2024-01-26,1144983,1149398,1128794,1137624,40008,-0.015287136940235535
2024-01-29,1177360,1199436,1167058,1177360,132363,0.034928939614494725
2024-01-30,1177360,1220039,1177360,1211209,99964,0.02874991506421143
2024-01-31,1211209,1243587,1209737,1236228,101779,0.020656220355033783
2024-02-01,1220039,1228870,1200907,1220039,58451,-0.013095480768919643
2024-02-02,1211209,1268605,1209737,1264190,91080,0.036188187426795304
2024-02-05,1252417,1275964,1236228,1246530,53679,-0.013969419153766482
2024-02-06,1261247,1292153,1237700,1245058,53622,-0.0011808781176546601
2024-02-07,1249473,1253888,1214153,1215624,66274,-0.023640665736054056
2024-02-08,1222983,1225926,1180303,1199436,67879,-0.013316617638348682
2024-02-13,1202379,1239171,1202379,1233285,59488,0.02822076375896665
2024-02-14,1224454,1225926,1199436,1218568,36255,-0.011933170353973344
2024-02-15,1228870,1228870,1203851,1208266,33101,-0.008454185568634642
2024-02-16,1220039,1220039,1199436,1218568,41510,0.008526268222394773
2024-02-19,1206794,1217096,1203851,1208266,38535,-0.008454185568634642
2024-02-20,1205322,1212681,1199436,1203851,34432,-0.003653996719265473
2024-02-21,1209737,1212681,1202379,1211209,61619,0.006112052072889451
2024-02-22,1214153,1224454,1203851,1206794,26996,-0.003645118224848032
2024-02-23,1205322,1218568,1186190,1197964,48865,-0.007316907442363796
2024-02-26,1202379,1209737,1190605,1192077,43903,-0.004914171043537197
2024-02-27,1200907,1200907,1181775,1187662,38993,-0.0037036198165051326
2024-02-28,1187662,1195020,1171473,1178832,38895,-0.007434775213823408
2024-02-29,1171473,1178832,1136152,1139096,93498,-0.03370794141998179
2024-03-04,1143511,1153813,1136152,1139096,56095,0.0
2024-03-05,1133209,1168530,1130266,1147926,36358,0.007751761045601047
2024-03-06,1144983,1167058,1143511,1155285,25256,0.006410691978402827
2024-03-07,1168530,1195020,1156756,1171473,58608,0.014012126877783304
2024-03-08,1196492,1243587,1195020,1233285,126419,0.052764340279289446
2024-03-11,1239171,1240643,1214153,1221511,43337,-0.009546860620213482
2024-03-12,1230341,1237700,1215624,1236228,31648,0.012048192771084265
2024-03-13,1239171,1248002,1205322,1218568,40759,-0.01428539072080559
2024-03-14,1221511,1236228,1214153,1236228,51166,0.014492420611734502
2024-03-15,1231813,1258304,1215624,1215624,61217,-0.01666682844912104
2024-03-18,1227398,1295096,1215624,1264190,118063,0.039951498160615495
2024-03-19,1265662,1267134,1243587,1248002,39908,-0.01280503721750681
2024-03-20,1256832,1273021,1245058,1250945,45921,0.0023581692978056346
2024-03-21,1255360,1262719,1221511,1261247,52234,0.008235374057212752
2024-03-22,1252417,1259775,1236228,1236228,35424,-0.019836717153737582
2024-03-25,1246530,1253888,1228870,1236228,32203,0.0
2024-03-26,1245058,1249473,1215624,1218568,47354,-0.01428539072080559
2024-03-27,1218568,1231813,1217096,1230341,23730,0.009661340196033485
2024-03-28,1224454,1230341,1215624,1225926,24216,-0.0035884360514686353
2024-03-29,1225926,1248002,1218568,1222983,33054,-0.0024006342960342097
2024-04-01,1233285,1233285,1200907,1200907,38290,-0.018050945924841133
2024-04-02,1196492,1209737,1192077,1200907,29208,0.0
2024-04-03,1193549,1212681,1193549,1195020,34465,-0.004902128141479722
2024-04-04,1200907,1211209,1195020,1202379,23545,0.006158055932118378
2024-04-05,1195020,1200907,1183247,1196492,26621,-0.004896126762027664
2024-04-08,1189134,1208266,1174417,1199436,26090,0.0024605262718011556
2024-04-09,1205322,1208266,1184719,1184719,26905,-0.012269933535428268
2024-04-11,1171473,1181775,1155285,1170002,41607,-0.012422355005701768
2024-04-12,1170002,1178832,1158228,1162643,28099,-0.006289732838063555
2024-04-15,1153813,1168530,1143511,1167058,21470,0.003797382343505351
2024-04-16,1158228,1168530,1149398,1155285,29743,-0.010087759134507435
2024-04-17,1155285,1158228,1142039,1142039,20267,-0.011465569101996476
2024-04-18,1147926,1172945,1143511,1162643,22559,0.018041415398248217
2024-04-19,1153813,1161171,1133209,1149398,37832,-0.011392147030515831
2024-04-22,1162643,1184719,1159700,1180303,40716,0.026887988320842826
2024-04-23,1170002,1177360,1161171,1164115,29974,-0.01371512230334071
2024-04-24,1175888,1183247,1159700,1162643,33069,-0.0012644798838602478
2024-04-25,1152341,1161171,1140568,1147926,46702,-0.012658227848101222
2024-04-26,1146454,1147926,1131737,1133209,55920,-0.012820512820512775
2024-04-29,1140568,1144983,1130266,1140568,61634,0.006493947718382076
2024-04-30,1142039,1158228,1140568,1149398,41267,0.007741756738747663
2024-05-02,1143511,1152341,1139096,1140568,33370,-0.007682282377383665
2024-05-03,1146454,1149398,1134681,1134681,38095,-0.005161463411212708
2024-05-07,1143511,1162643,1143511,1155285,59675,0.018158407517178787
2024-05-08,1170002,1181775,1162643,1164115,55999,0.007643135676478119
2024-05-09,1171473,1171473,1146454,1149398,56390,-0.012642221773622064
2024-05-10,1161171,1168530,1152341,1158228,44835,0.007682282377383665
2024-05-13,1164115,1168530,1147926,1149398,23944,-0.007623714847163066
2024-05-14,1152341,1161171,1146454,1149398,19450,0.0
2024-05-16,1156756,1164115,1149398,1153813,44695,0.0038411411886918323
2024-05-17,1152341,1164115,1150869,1159700,31048,0.005102213270261391
2024-05-20,1165586,1167058,1155285,1162643,27451,0.0025377252737777134
2024-05-21,1155285,1158228,1146454,1146454,39625,-0.013924308665686724
2024-05-22,1149398,1158228,1142039,1143511,27962,-0.0025670458649016403
2024-05-23,1137624,1146454,1133209,1133209,50025,-0.009009095671139167
2024-05-24,1122907,1127322,1105247,1105247,55049,-0.024675059940399313
2024-05-27,1109662,1117020,1097888,1111134,30137,0.005326411200392345
2024-05-28,1109662,1111134,1096417,1096417,35616,-0.013245027152440692
2024-05-29,1087586,1099360,1068454,1069926,60639,-0.024161427632005017
2024-05-30,1068454,1094945,1061096,1077284,26053,0.006877111127311597
2024-05-31,1087586,1089058,1071398,1074341,34918,-0.0027318701475190776
2024-06-03,1083171,1112605,1083171,1106718,33857,0.03013661398010492
2024-06-04,1097888,1114077,1097888,1108190,22477,0.0013300587864297775
2024-06-05,1114077,1139096,1105247,1118492,43846,0.009296239814472251
2024-06-07,1121435,1131737,1099360,1103775,39175,-0.013157894736842146
2024-06-10,1092001,1092001,1078756,1083171,46253,-0.018666847863015534
2024-06-11,1089058,1111134,1087586,1089058,32841,0.0054349682552432554
2024-06-12,1090530,1103775,1083171,1092001,40610,0.0027023354128064003
2024-06-13,1093473,1111134,1083171,1083171,64959,-0.008086073181251652
2024-06-14,1083171,1087586,1078756,1084643,34825,0.001358972867626651
2024-06-17,1081700,1084643,1074341,1083171,25446,-0.0013571285667265398
2024-06-18,1087586,1094945,1078756,1089058,31470,0.0054349682552432554
2024-06-19,1097888,1112605,1092001,1111134,37807,0.02027072938264074
2024-06-20,1108190,1112605,1099360,1099360,22549,-0.010596381714536696
2024-06-21,1099360,1105247,1086115,1103775,42098,0.004015972929704459
2024-06-24,1099360,1100832,1080228,1080228,31213,-0.02133315213698439
2024-06-25,1089058,1089058,1077284,1086115,28771,0.005449775417782243
2024-06-26,1086115,1087586,1071398,1072869,43502,-0.01219576195890859
2024-06-27,1066983,1078756,1062567,1077284,33425,0.004115134280140431
2024-06-28,1077284,1080228,1065511,1069926,51642,-0.006830139498962162
2024-07-01,1069926,1131737,1066983,1117020,99742,0.04401612821821321
2024-07-02,1112605,1199436,1108190,1192077,211136,0.06719396250738563
2024-07-03,1184719,1203851,1165586,1192077,106280,0.0
2024-07-04,1192077,1192077,1170002,1181775,49533,-0.00864205919584049
2024-07-05,1189134,1189134,1174417,1181775,42837,0.0
2024-07-08,1186190,1189134,1153813,1165586,54930,-0.013698885151572804
2024-07-09,1171473,1189134,1164115,1171473,37332,0.00505067837122275
2024-07-10,1171473,1199436,1165586,1187662,55317,0.013819353924503508
2024-07-11,1197964,1211209,1184719,1199436,56039,0.009913594945363258
2024-07-12,1199436,1214153,1196492,1211209,58797,0.00981544659323208
2024-07-15,1221511,1224454,1200907,1205322,42490,-0.004860432840244733
2024-07-16,1214153,1217096,1200907,1212681,34695,0.0061054224514278665
2024-07-17,1203851,1264190,1203851,1252417,118916,0.03276706734912138
2024-07-18,1250945,1259775,1239171,1250945,64548,-0.0011753273869645753
2024-07-19,1239171,1242115,1208266,1228870,47053,-0.01764665912570096
2024-07-22,1225926,1261247,1215624,1248002,83610,0.015568774565251076
2024-07-23,1253888,1273021,1243587,1248002,49846,0.0
2024-07-24,1243587,1309813,1230341,1299511,184563,0.04127317103658479
2024-07-25,1295096,1309813,1262719,1281851,129621,-0.013589727212774627
2024-07-26,1284794,1367209,1283322,1346606,169204,0.05051679173320456
2024-07-29,1352492,1398115,1346606,1383398,98763,0.027322022922814826
2024-07-30,1383398,1412832,1365738,1378983,98388,-0.0031914170759246296
2024-07-31,1390757,1405474,1361323,1380455,73662,0.0010674533333623337
2024-08-01,1365738,1365738,1326002,1361323,98484,-0.013859198597563793
2024-08-02,1342190,1364266,1328945,1340719,68703,-0.01513527649205959
2024-08-05,1321587,1359851,1255360,1309813,170896,-0.023051810260017236
2024-08-06,1358379,1381926,1326002,1365738,130086,0.0426969346005881
2024-08-07,1364266,1440794,1361323,1412832,190862,0.03448245563936858
2024-08-08,1412832,1437851,1390757,1433436,91633,0.014583474892980952
2024-08-09,1443738,1451096,1405474,1412832,69190,-0.014373854151842114
2024-08-12,1415775,1433436,1389285,1398115,55814,-0.01041666666666663
2024-08-13,1389285,1396643,1361323,1381926,59151,-0.011579161943044758
2024-08-14,1384870,1384870,1342190,1371624,79952,-0.007454813065243759
2024-08-16,1383398,1387813,1361323,1370153,65642,-0.0010724513423503446
2024-08-19,1373096,1404002,1356907,1368681,72489,-0.0010743325745372623
2024-08-20,1370153,1374568,1327473,1334832,83301,-0.02473110973265502
2024-08-21,1343662,1395172,1343662,1395172,102234,0.04520419048988944
2024-08-22,1392228,1420191,1377511,1405474,82785,0.007384035803470912
2024-08-23,1405474,1418719,1395172,1408417,35157,0.0020939554911723057
2024-08-26,1418719,1418719,1395172,1415775,29662,0.0052243050176190575
2024-08-27,1423134,1479059,1423134,1431964,162011,0.011434726563189779
2024-08-28,1440794,1477587,1433436,1458455,116314,0.01849976675391285
2024-08-29,1458455,1464342,1404002,1406945,72313,-0.03531819631047928
2024-08-30,1406945,1454040,1406945,1442266,59524,0.02510474823109643
2024-09-02,1456983,1458455,1405474,1420191,37078,-0.015305775772291641
2024-09-03,1421662,1440794,1411360,1414304,32674,-0.004145217086997444
2024-09-04,1383398,1401058,1374568,1392228,55410,-0.015609091114781593
2024-09-05,1395172,1404002,1356907,1376040,63174,-0.011627405855937356
2024-09-06,1376040,1431964,1367209,1420191,83935,0.032085549838667404
2024-09-09,1401058,1431964,1398115,1420191,37120,0.0
2024-09-10,1431964,1486417,1426077,1465813,118225,0.03212384813028679
2024-09-11,1474643,1492304,1427549,1443738,76640,-0.015059901911089635
2024-09-12,1452568,1452568,1423134,1429021,64160,-0.0101936778002657
2024-09-13,1442266,1465813,1427549,1456983,48381,0.01956724218888306
2024-09-19,1490832,1545285,1480530,1543813,151343,0.05959575369101766
2024-09-20,1540870,1564417,1526153,1560002,103531,0.010486373673495475
2024-09-23,1557059,1612983,1546757,1599738,107397,0.025471762215689475
2024-09-24,1596795,1605625,1561474,1592379,71364,-0.004600128271004422
2024-09-25,1615927,1632115,1524681,1540870,97854,-0.032347198751051076
2024-09-26,1540870,1552644,1515851,1548228,61539,0.0047752243862233534
2024-09-27,1540870,1542342,1451096,1451096,146504,-0.06273752961450119
2024-09-30,1448153,1476115,1431964,1437851,87364,-0.009127583564423003
2024-10-02,1431964,1449625,1409889,1437851,64144,0.0
2024-10-04,1454040,1495247,1440794,1470228,94232,0.022517632216411787
2024-10-07,1480530,1482002,1456983,1473172,46598,0.0020024105104785583
2024-10-08,1462870,1484945,1459926,1477587,36198,0.0029969345059503993
2024-10-10,1484945,1520266,1464342,1464342,60455,-0.008963939179215896
2024-10-11,1487889,1520266,1459926,1507021,65954,0.029145513821224878
2024-10-14,1507021,1526153,1496719,1524681,48684,0.011718483020475512
2024-10-15,1523210,1612983,1515851,1592379,90678,0.044401419050935864
2024-10-16,1576191,1592379,1554115,1555587,49900,-0.023105052252007874
2024-10-17,1557059,1564417,1498191,1509964,58186,-0.029328478574325967
2024-10-18,1520266,1577662,1508493,1560002,55403,0.033138538402240014
2024-10-21,1574719,1624757,1567361,1605625,92318,0.029245475326313608
2024-10-22,1596795,1638002,1552644,1558530,97269,-0.029331257298559787
2024-10-23,1574719,1611512,1551172,1558530,68734,0.0
2024-10-24,1564417,1568832,1502606,1532040,71768,-0.016996785432426664
2024-10-25,1527625,1592379,1502606,1561474,57834,0.019212292107255724
2024-10-28,1570304,1586493,1540870,1557059,41168,-0.0028274566211157204
2024-10-29,1555587,1587964,1532040,1540870,36208,-0.010397165425330757
2024-10-30,1524681,1539398,1499662,1517323,44098,-0.015281626613536492
2024-10-31,1515851,1515851,1471700,1474643,61499,-0.02812848681526614
2024-11-01,1464342,1487889,1464342,1468757,29042,-0.003991474546720775
2024-11-04,1471700,1496719,1452568,1496719,55324,0.01903786671314589
2024-11-05,1493776,1520266,1479059,1483474,42840,-0.008849356492434457
2024-11-06,1490832,1530568,1468757,1509964,70573,0.017856733586163243
2024-11-07,1495247,1515851,1426077,1464342,86171,-0.03021396536606169
2024-11-08,1476115,1492304,1468757,1477587,44385,0.009045018171984331
