Date,Open,High,Low,Close,Volume,Change
2022-01-20,1192690,1195599,1178145,1186872,25827,0.0
2022-01-21,1179600,1207235,1178145,1189781,26326,0.002450980392156854
2022-01-24,1182509,1192690,1172327,1179600,27803,-0.008557036967307474
2022-01-25,1182509,1185418,1134510,1134510,71379,-0.03822482197355037
2022-01-26,1137419,1140328,1101057,1101057,66996,-0.029486738768278786
2022-01-27,1101057,1102511,1035604,1035604,113995,-0.05944560545003574
2022-01-28,1016695,1090875,1007968,1074876,116935,0.03792183112463832
2022-02-03,1090875,1141783,1083603,1122874,66014,0.04465445316483008
2022-02-04,1106875,1134510,1105420,1118511,28680,-0.0038855650767584127
2022-02-07,1114147,1117056,1086512,1109784,32147,-0.007802337214385946
2022-02-08,1134510,1221780,1122874,1163600,117996,0.04849231922608355
2022-02-09,1151964,1163600,1121420,1124329,50970,-0.033749570299071885
2022-02-10,1125783,1135965,1121420,1128692,35302,0.003880536746806218
2022-02-11,1108329,1108329,1083603,1096693,42415,-0.028350515463917536
2022-02-14,1079239,1125783,1074876,1109784,41183,0.011936795438650671
2022-02-15,1112693,1121420,1069058,1076330,39190,-0.030144604715872658
2022-02-16,1092330,1114147,1085057,1101057,30506,0.02297343751451697
2022-02-17,1111238,1127238,1083603,1105420,35406,0.003962555980298932
2022-02-18,1085057,1103966,1083603,1101057,26245,-0.003946916104286102
2022-02-21,1083603,1119965,1080694,1115602,22778,0.013210033631319673
2022-02-22,1099602,1131601,1098148,1127238,36364,0.010430243043666021
2022-02-23,1134510,1141783,1118511,1118511,25005,-0.007741932049842193
2022-02-24,1112693,1114147,1090875,1105420,28265,-0.011703952844451249
2022-02-25,1105420,1122874,1102511,1118511,38835,0.011842557579924362
2022-02-28,1114077,1146454,1099360,1146454,42885,0.024982320245397593
2022-03-02,1161171,1168530,1121435,1130266,43349,-0.014120060639153387
2022-03-03,1130266,1159700,1122907,1158228,30782,0.024739309153774425
2022-03-04,1159700,1168530,1133209,1140568,29043,-0.015247429694326131
2022-03-07,1124379,1133209,1111134,1124379,26794,-0.014193805191799136
2022-03-08,1118492,1143511,1108190,1131737,26280,0.006544056763778006
2022-03-10,1153813,1170002,1140568,1167058,57271,0.03120954780130014
2022-03-11,1155285,1175888,1147926,1158228,27082,-0.007566033564741392
2022-03-14,1152341,1175888,1144983,1175888,35048,0.015247429694326131
2022-03-15,1177360,1199436,1167058,1193549,39587,0.015019287551195415
2022-03-16,1209737,1217096,1195020,1215624,36727,0.018495260772704025
2022-03-17,1227398,1236228,1196492,1199436,42857,-0.013316617638348682
2022-03-18,1200907,1221511,1200907,1218568,34808,0.015950830223538492
2022-03-21,1220039,1231813,1217096,1220039,33658,0.0012071546273986211
2022-03-22,1221511,1231813,1199436,1230341,22835,0.008443992364178587
2022-03-23,1230341,1242115,1222983,1228870,27101,-0.001195603495291131
2022-03-24,1221511,1228870,1197964,1212681,30958,-0.013173891461261134
2022-03-25,1208266,1212681,1193549,1205322,29745,-0.006068372473882255
2022-03-28,1192077,1212681,1192077,1211209,21574,0.0048841720303784975
2022-03-29,1217096,1218568,1206794,1218568,22388,0.006075747455641434
2022-03-30,1224454,1248002,1220039,1242115,34073,0.01932350102743552
2022-03-31,1230341,1236228,1215624,1217096,40225,-0.02014225735942321
2022-04-01,1214153,1214153,1199436,1206794,30709,-0.008464410366971875
2022-04-04,1192077,1205322,1181775,1200907,31661,-0.004878214508855727
2022-04-05,1199436,1208266,1193549,1196492,26028,-0.0036763879301228153
2022-04-06,1190605,1211209,1187662,1196492,34749,0.0
2022-04-07,1189134,1208266,1189134,1192077,32782,-0.003689953631114906
2022-04-08,1195020,1202379,1177360,1190605,24485,-0.001234819562830225
2022-04-11,1178832,1196492,1172945,1178832,21665,-0.00988825009134009
2022-04-12,1170002,1183247,1150869,1162643,28760,-0.013733084951884522
2022-04-13,1168530,1192077,1158228,1189134,30202,0.022785154170282818
2022-04-14,1190605,1239171,1186190,1234756,75691,0.03836573506434093
2022-04-15,1221511,1252417,1209737,1228870,39056,-0.004766933709979937
2022-04-18,1217096,1228870,1209737,1224454,19789,-0.0035935452895750064
2022-04-19,1225926,1228870,1212681,1214153,23197,-0.008412729265452223
2022-04-20,1215624,1215624,1184719,1184719,30025,-0.024242414259158407
2022-04-21,1196492,1197964,1186190,1186190,15952,0.0012416446431600114
2022-04-22,1183247,1184719,1171473,1178832,25931,-0.0062030534737268495
2022-04-25,1164115,1177360,1164115,1167058,18632,-0.009987852382697504
2022-04-26,1171473,1203851,1171473,1183247,38480,0.013871632772321618
2022-04-27,1167058,1197964,1164115,1192077,24040,0.007462516279356679
2022-04-28,1206794,1228870,1195020,1228870,67005,0.03086461696685694
2022-04-29,1217096,1234756,1217096,1233285,43707,0.0035927315338482035
2022-05-02,1220039,1234756,1220039,1233285,18560,0.0
2022-05-03,1234756,1242115,1222983,1224454,23533,-0.0071605508864536205
2022-05-04,1225926,1231813,1186190,1199436,29679,-0.020431963961079824
2022-05-06,1183247,1190605,1168530,1168530,35502,-0.025767110541954685
2022-05-09,1170002,1177360,1164115,1174417,24763,0.005037953668284079
2022-05-10,1178832,1189134,1165586,1174417,35786,0.0
2022-05-11,1167058,1174417,1162643,1167058,20289,-0.006266087769506101
2022-05-12,1162643,1177360,1149398,1159700,34569,-0.0063047423521367385
2022-05-13,1168530,1170002,1140568,1155285,42934,-0.003807019056652594
2022-05-16,1161171,1162643,1133209,1133209,29719,-0.019108704778474594
2022-05-17,1133209,1143511,1125851,1127322,28680,-0.0051949816847554064
2022-05-18,1131737,1167058,1130266,1167058,31641,0.03524813673466842
2022-05-19,1149398,1174417,1144983,1171473,28920,0.003783016782370696
2022-05-20,1175888,1193549,1170002,1189134,26414,0.015075891633866023
2022-05-23,1189134,1206794,1181775,1205322,23489,0.013613268143035206
2022-05-24,1192077,1206794,1183247,1189134,25770,-0.01343043601626781
2022-05-25,1196492,1236228,1193549,1222983,63993,0.028465252864689816
2022-05-26,1215624,1240643,1215624,1236228,40059,0.010830076951192202
2022-05-27,1231813,1240643,1220039,1227398,22013,-0.007142695360402795
2022-05-30,1228870,1242115,1221511,1240643,23282,0.010791120728565584
2022-05-31,1234756,1246530,1222983,1246530,52228,0.004745120070801967
2022-06-02,1231813,1248002,1227398,1240643,33570,-0.004722710243636352
2022-06-03,1242115,1256832,1239171,1253888,29490,0.010675915634070332
2022-06-07,1243587,1245058,1203851,1209737,48476,-0.03521127883830133
2022-06-08,1218568,1224454,1209737,1218568,27868,0.007299933787261237
2022-06-09,1200907,1206794,1183247,1193549,61336,-0.02053147629020291
2022-06-10,1178832,1199436,1170002,1193549,38227,0.0
2022-06-13,1162643,1168530,1149398,1156756,48236,-0.030826551737716645
2022-06-14,1147926,1171473,1146454,1153813,41912,-0.002544183907410069
2022-06-15,1164115,1184719,1152341,1162643,41517,0.007652886559607053
2022-06-16,1184719,1197964,1178832,1187662,39880,0.021519073352697315
2022-06-17,1170002,1224454,1170002,1224454,170174,0.030978510721063834
2022-06-20,1214153,1215624,1187662,1209737,36423,-0.0120192346956276
2022-06-21,1221511,1221511,1199436,1208266,26266,-0.0012159667762496884
2022-06-22,1203851,1214153,1192077,1202379,46102,-0.0048722715031293
2022-06-23,1199436,1220039,1195020,1206794,67061,0.0036718871503909067
2022-06-24,1220039,1227398,1208266,1222983,66855,0.013414882738893352
2022-06-27,1225926,1225926,1184719,1186190,49709,-0.03008463731711719
2022-06-28,1190605,1199436,1178832,1199436,30247,0.011166845109130907
2022-06-29,1195020,1199436,1175888,1178832,31893,-0.01717807369463653
2022-06-30,1181775,1186190,1162643,1162643,39400,-0.013733084951884522
2022-07-01,1175888,1181775,1137624,1149398,70072,-0.011392147030515831
2022-07-04,1150869,1168530,1140568,1164115,53718,0.01280409396919091
2022-07-05,1167058,1184719,1162643,1184719,34449,0.017699282287402918
2022-07-06,1170002,1192077,1168530,1177360,42738,-0.006211599543858082
2022-07-07,1189134,1202379,1180303,1202379,37597,0.021250084935788616
2022-07-08,1200907,1206794,1192077,1205322,32956,0.0024476475387544827
2022-07-11,1203851,1222983,1199436,1220039,42390,0.012210015249037198
2022-07-12,1220039,1227398,1199436,1227398,43918,0.006031774394097189
2022-07-13,1227398,1228870,1218568,1224454,29096,-0.0023985699830046947
2022-07-14,1211209,1220039,1196492,1214153,38932,-0.008412729265452223
2022-07-15,1215624,1218568,1196492,1202379,26467,-0.009697295151434804
2022-07-18,1196492,1202379,1181775,1192077,31264,-0.008568013912418682
2022-07-19,1212681,1218568,1195020,1205322,31856,0.011110859449515509
2022-07-20,1211209,1217096,1202379,1211209,24159,0.0048841720303784975
2022-07-21,1206794,1215624,1195020,1202379,24413,-0.007290236449696175
2022-07-22,1200907,1221511,1199436,1220039,38096,0.014687548601564071
2022-07-25,1215624,1225926,1212681,1220039,26388,0.0
2022-07-26,1215624,1220039,1206794,1218568,19331,-0.0012056991620759128
2022-07-27,1220039,1246530,1218568,1237700,57368,0.015700395874501893
2022-07-28,1242115,1275964,1242115,1270077,73781,0.026159004605316394
2022-07-29,1277436,1287738,1268605,1273021,42231,0.002317969697900102
2022-08-01,1261247,1293624,1259775,1292153,43145,0.015028817277955353
2022-08-02,1298039,1299511,1265662,1274492,39313,-0.01366788607850622
2022-08-03,1280379,1287738,1274492,1281851,27489,0.005774065274634976
2022-08-04,1284794,1289209,1274492,1287738,29638,0.004592577452449564
2022-08-05,1289209,1323058,1289209,1317172,53438,0.022857133982223
2022-08-08,1315700,1324530,1303926,1324530,33603,0.005586210456948626
2022-08-09,1324530,1330417,1318643,1327473,26187,0.0022219202283073614
2022-08-10,1330417,1339247,1295096,1312756,29801,-0.011086477841733888
2022-08-11,1320115,1331889,1320115,1330417,48826,0.01345337595105267
2022-08-12,1331889,1339247,1309813,1339247,26870,0.006637016815028707
2022-08-16,1351021,1356907,1321587,1331889,25262,-0.005494132150380082
2022-08-17,1334832,1337775,1280379,1281851,57854,-0.03756919683246873
2022-08-18,1284794,1296568,1271549,1287738,28861,0.004592577452449564
2022-08-19,1290681,1293624,1275964,1277436,20236,-0.008000074549326053
2022-08-22,1267134,1274492,1245058,1252417,35640,-0.0195853256053532
2022-08-23,1248002,1249473,1218568,1220039,47211,-0.025852411776588813
2022-08-24,1221511,1228870,1209737,1218568,33429,-0.0012056991620759128
2022-08-25,1230341,1243587,1220039,1243587,25566,0.02053147629020291
2022-08-26,1250945,1258304,1236228,1246530,25360,0.0023665413035034444
2022-08-29,1208266,1227398,1208266,1220039,29902,-0.02125179498287244
2022-08-30,1230341,1236228,1208266,1230341,31115,0.008443992364178587
2022-08-31,1218568,1236228,1214153,1228870,36867,-0.001195603495291131
2022-09-01,1220039,1225926,1199436,1215624,35074,-0.010779008357271302
2022-09-02,1215624,1246530,1211209,1233285,41154,0.014528341000177747
2022-09-05,1233285,1236228,1192077,1199436,43811,-0.02744621072987996
2022-09-06,1199436,1209737,1196492,1200907,16883,0.0012264097459138146
2022-09-07,1193549,1202379,1175888,1193549,45025,-0.006127035648888723
2022-09-08,1206794,1214153,1190605,1192077,46221,-0.0012332966639827525
2022-09-13,1203851,1240643,1199436,1237700,54709,0.038271856599867204
2022-09-14,1200907,1230341,1192077,1218568,47383,-0.015457703805445533
2022-09-15,1220039,1225926,1184719,1187662,45066,-0.025362556705903927
2022-09-16,1178832,1186190,1177360,1180303,27147,-0.006196207338451498
2022-09-19,1177360,1195020,1171473,1190605,26277,0.008728267233074849
2022-09-20,1200907,1200907,1177360,1177360,30346,-0.011124596318678348
2022-09-21,1178832,1178832,1150869,1156756,38470,-0.017500169871577098
2022-09-22,1147926,1164115,1136152,1155285,28629,-0.0012716597104316385
2022-09-23,1165586,1165586,1133209,1133209,30457,-0.019108704778474594
2022-09-26,1121435,1133209,1112605,1115549,34896,-0.01558406260451517
2022-09-27,1115549,1118492,1089058,1109662,35621,-0.0052772222466247465
2022-09-28,1099360,1133209,1096417,1128794,62956,0.01724128608531239
2022-09-29,1162643,1214153,1161171,1196492,122241,0.05997374188735938
2022-09-30,1197964,1215624,1183247,1187662,51339,-0.007379907262229923
2022-10-04,1202379,1205322,1177360,1193549,29437,0.004956797472681629
2022-10-05,1206794,1206794,1186190,1187662,26213,-0.0049323488185235576
2022-10-06,1197964,1202379,1186190,1195020,21048,0.006195365348053539
2022-10-07,1189134,1205322,1184719,1193549,35781,-0.0012309417415607982
2022-10-11,1192077,1199436,1170002,1180303,35588,-0.011097994301029979
2022-10-12,1181775,1212681,1171473,1206794,38941,0.02244423677648877
2022-10-13,1202379,1208266,1186190,1187662,31849,-0.01585357567240142
2022-10-14,1205322,1205322,1180303,1186190,39554,-0.0012394098657698693
2022-10-17,1186190,1227398,1181775,1221511,44506,0.02977684856557561
2022-10-18,1236228,1248002,1224454,1243587,44154,0.01807269848572801
2022-10-19,1243587,1265662,1237700,1246530,40491,0.0023665413035034444
2022-10-20,1236228,1236228,1212681,1228870,36184,-0.01416732850392688
2022-10-21,1239171,1249473,1237700,1246530,32487,0.014370926135392592
2022-10-24,1259775,1284794,1255360,1284794,63665,0.03069641324316308
2022-10-25,1292153,1317172,1277436,1300983,80256,0.012600463576261989
2022-10-26,1302455,1323058,1289209,1318643,58644,0.013574351086832026
2022-10-27,1326002,1331889,1273021,1284794,105969,-0.025669570914948148
2022-10-28,1287738,1303926,1283322,1289209,47309,0.0034363485508182023
2022-10-31,1300983,1312756,1281851,1290681,27165,0.0011417853893356256
2022-11-01,1303926,1305398,1286266,1298039,34209,0.005700866441824104
2022-11-02,1289209,1293624,1275964,1284794,46942,-0.010203853659250584
2022-11-03,1261247,1293624,1253888,1280379,33423,-0.0034363485508183134
2022-11-04,1283322,1289209,1273021,1281851,16777,0.001149659592979857
2022-11-07,1293624,1303926,1280379,1299511,31173,0.013776952235478257
2022-11-08,1308341,1333360,1302455,1324530,49990,0.019252626564915554
2022-11-09,1324530,1330417,1309813,1317172,43942,-0.005555178063162081
2022-11-10,1321587,1337775,1321587,1334832,48778,0.013407512458509574
2022-11-11,1349549,1353964,1321587,1324530,48072,-0.007717825164515135
2022-11-14,1323058,1345134,1323058,1326002,38370,0.001111337606547247
2022-11-15,1337775,1339247,1326002,1333360,26701,0.005549011238293655
2022-11-16,1333360,1334832,1286266,1295096,40046,-0.028697426051478958
2022-11-17,1296568,1309813,1287738,1287738,22557,-0.00568143211005212
2022-11-18,1289209,1308341,1286266,1298039,29766,0.007999297993846577
2022-11-21,1318643,1318643,1298039,1306870,20481,0.006803339499044325
2022-11-22,1305398,1320115,1300983,1306870,31676,0.0
2022-11-23,1309813,1309813,1292153,1306870,21662,0.0
2022-11-24,1312756,1323058,1306870,1318643,19319,0.009008547139348178
2022-11-25,1324530,1330417,1317172,1328945,21531,0.007812577020467337
2022-11-28,1326002,1328945,1298039,1302455,15938,-0.019933104831275972
2022-11-29,1312756,1314228,1290681,1302455,18994,0.0
2022-11-30,1296568,1317172,1290681,1305398,47150,0.0022595790257629034
2022-12-01,1314228,1321587,1290681,1300983,32789,-0.0033821102836070205
2022-12-02,1300983,1302455,1280379,1280379,25623,-0.015837255367672
2022-12-05,1280379,1281851,1224454,1225926,62524,-0.04252881373405848
2022-12-06,1214153,1250945,1214153,1233285,34206,0.006002809304966217
2022-12-07,1230341,1237700,1206794,1222983,28646,-0.00835330033204007
2022-12-08,1218568,1228870,1200907,1217096,57000,-0.004813640091481219
2022-12-09,1227398,1228870,1199436,1217096,32441,0.0
2022-12-12,1217096,1220039,1192077,1199436,25258,-0.014509948270309048
2022-12-13,1202379,1214153,1200907,1206794,18307,0.0061345499051219665
2022-12-14,1214153,1243587,1211209,1231813,30899,0.020731790181257148
2022-12-15,1234756,1234756,1211209,1211209,17994,-0.01672656482761592
2022-12-16,1196492,1231813,1193549,1228870,28061,0.01458129852073431
2022-12-19,1214153,1222983,1208266,1208266,14735,-0.016766622995109337
2022-12-20,1206794,1211209,1186190,1206794,24400,-0.0012182747838638264
2022-12-21,1212681,1215624,1193549,1203851,14104,-0.0024386929335080687
2022-12-22,1205322,1215624,1203851,1212681,18064,0.007334794754500384
2022-12-23,1199436,1209737,1178832,1186190,30104,-0.021844986439137792
2022-12-26,1189134,1214153,1189134,1209737,31057,0.019850951365295577
2022-12-27,1215624,1224454,1208266,1218568,35893,0.007299933787261237
2022-12-28,1208266,1231813,1208266,1221511,34230,0.0024151298901662344
2022-12-29,1209737,1222983,1206794,1208266,23904,-0.010843127896515092
2023-01-02,1222983,1225926,1209737,1217096,22430,0.007307993438530946
2023-01-03,1214153,1217096,1175888,1181775,48529,-0.02902071816849283
2023-01-04,1177360,1180303,1152341,1168530,49194,-0.01120771720505176
2023-01-05,1174417,1196492,1174417,1189134,34102,0.017632409950963934
2023-01-06,1175888,1203851,1174417,1189134,27960,0.0
2023-01-09,1206794,1212681,1190605,1195020,32075,0.004949820625766321
2023-01-10,1200907,1205322,1175888,1175888,44593,-0.01600977389499758
2023-01-11,1184719,1189134,1175888,1181775,45367,0.005006429183731731
2023-01-12,1189134,1202379,1186190,1193549,40961,0.009962979416555662
2023-01-13,1199436,1209737,1193549,1193549,42206,0.0
2023-01-16,1193549,1199436,1186190,1187662,29120,-0.0049323488185235576
2023-01-17,1192077,1193549,1167058,1167058,53845,-0.017348370159186666
2023-01-18,1167058,1170002,1156756,1167058,32826,0.0
2023-01-19,1167058,1180303,1161171,1178832,25866,0.0100886159899507
2023-01-20,1172945,1177360,1168530,1177360,23396,-0.001248693622161623
2023-01-25,1177360,1183247,1172945,1174417,31239,-0.0024996602568457815
2023-01-26,1174417,1177360,1161171,1170002,58379,-0.0037593120671788327
2023-01-27,1168530,1193549,1164115,1190605,56645,0.01760937160791176
2023-01-30,1206794,1221511,1177360,1181775,83345,-0.007416397545785491
2023-01-31,1183247,1184719,1165586,1167058,64294,-0.012453301178312337
2023-02-01,1167058,1184719,1159700,1183247,51002,0.013871632772321618
2023-02-02,1186190,1202379,1186190,1195020,43874,0.00994973999511517
2023-02-03,1187662,1200907,1180303,1193549,32094,-0.0012309417415607982
2023-02-06,1190605,1203851,1181775,1187662,30976,-0.0049323488185235576
2023-02-07,1187662,1200907,1187662,1196492,30499,0.007434775213823519
2023-02-08,1196492,1211209,1193549,1200907,28440,0.003689953631115017
2023-02-09,1200907,1206794,1190605,1197964,28037,-0.002450647718765908
2023-02-10,1190605,1193549,1180303,1189134,23448,-0.007370839190493195
2023-02-13,1189134,1192077,1178832,1187662,21267,-0.0012378756305008176
2023-02-14,1189134,1193549,1180303,1184719,27942,-0.00247797774114189
2023-02-15,1184719,1186190,1167058,1168530,48884,-0.013664843730876286
2023-02-16,1172945,1192077,1170002,1190605,31873,0.018891256535989553
2023-02-17,1181775,1184719,1172945,1175888,23236,-0.012360942546016496
2023-02-20,1177360,1190605,1167058,1184719,22168,0.007510068986162022
2023-02-21,1178832,1184719,1172945,1177360,25339,-0.006211599543858082
2023-02-22,1167058,1168530,1158228,1159700,34686,-0.014999660256845848
2023-02-23,1162643,1168530,1155285,1161171,25767,0.0012684314909028327
2023-02-24,1161171,1162643,1149398,1152341,26613,-0.007604392462436604
2023-02-27,1152341,1153813,1128794,1133209,36239,-0.016602724367179467
2023-02-28,1134681,1153813,1134681,1137624,35106,0.003896015651128737
2023-03-02,1140568,1152341,1134681,1136152,38002,-0.001293924882034836
2023-03-03,1143511,1164115,1142039,1159700,38428,0.020726100028869432
2023-03-06,1164115,1183247,1164115,1178832,49757,0.016497370009485257
2023-03-07,1178832,1183247,1165586,1168530,34202,-0.008739158760535881
2023-03-08,1156756,1158228,1140568,1143511,47668,-0.021410661258161934
2023-03-09,1150869,1150869,1134681,1134681,42068,-0.007721832146783014
2023-03-10,1131737,1144983,1118492,1142039,43368,0.0064846419390118815
2023-03-13,1143511,1146454,1128794,1144983,31869,0.0025778454150864327
2023-03-14,1133209,1155285,1133209,1136152,47283,-0.007712778268323617
2023-03-15,1142039,1149398,1136152,1144983,24727,0.007772727592786799
2023-03-16,1136152,1171473,1134681,1162643,40899,0.01542380978582214
2023-03-17,1174417,1190605,1172945,1189134,61388,0.022785154170282818
2023-03-20,1196492,1209737,1192077,1195020,36810,0.004949820625766321
2023-03-21,1197964,1202379,1184719,1190605,17436,-0.003694498836839588
2023-03-22,1192077,1199436,1184719,1192077,20363,0.0012363462273381476
2023-03-23,1192077,1192077,1168530,1174417,28345,-0.01481447926602053
2023-03-24,1170002,1184719,1165586,1172945,19291,-0.0012533878511635788
2023-03-27,1172945,1177360,1159700,1172945,32334,0.0
2023-03-28,1177360,1181775,1165586,1172945,58898,0.0
