날짜,시가,고가,저가,종가,엔상1,엔상2,엔상3,엔상4,엔상5,엔하1,엔하2,엔하3,엔하4,엔하5,피4,피5,V1,V2
2026/06/01,318000,355500,311000,355000,292147.058823529,315975.630252101,331799.201680672,351625.273109244,371451.344537815,291000,268318.487394958,252494.915966387,232668.844537815,212842.773109244,311843.75,301862.980769231,256353.900392381,267367.341250079
2026/05/29,303000,319000,303000,318500,287382.352941176,310621.638655462,325347.352941176,344329.852941176,363312.352941176,320000,264143.067226891,249417.352941176,230434.852941176,211452.352941176,300550,293596.153846154,260440.188068248,267716.824596497
2026/05/28,311000,313000,287500,295500,282176.470588235,304894.327731092,318657.899159664,336898.613445378,355139.327731092,314500,259458.613445378,245695.042016807,227454.327731092,209213.613445378,295887.5,290014.423076923,260233.64710546,266447.82301315
2026/05/27,320500,330000,306000,313500,277882.352941176,300021.638655462,312993.067226891,330548.424369748,348103.781512605,290500,255743.067226891,242771.638655462,225216.281512605,207660.924369748,293012.5,287908.653846154,254551.111411329,262221.466574071
2026/05/26,297000,303000,240000,302500,272764.705882353,294153.991596639,306547.56302521,323438.991596639,340330.420168067,316000,251375.420168067,238981.848739496,222090.420168067,205198.991596639,287731.25,284973.557692308,253216.414717099,259795.887312616
2026/05/22,299500,303500,291500,293000,267911.764705882,288279.62184874,300091.764705882,316181.764705882,332271.764705882,333000,247543.907563025,235731.764705882,219641.764705882,203551.764705882,284631.25,282877.403846154,253463.17598466,259418.64803791
2026/05/21,300000,300000,287000,295000,263911.764705882,283551.050420168,294853.907563025,310324.978991597,325796.050420168,325000,244272.478991597,232969.621848739,217498.550420168,202027.478991597,281400,279173.076923077,247566.978500509,253517.493600353
2026/05/20,276000,282500,263500,280500,259441.176470588,278273.319327731,289254.033613445,304160.462184874,319066.890756303,339000,240609.033613445,229628.319327731,214721.890756303,199815.462184874,280606.25,275790.865384615,243348.65251491,248461.28335464
2026/05/19,275500,281500,266000,273500,256029.411764706,273954.411764706,284906.554621849,299345.12605042,313783.697478992,359500,238104.411764706,227152.268907563,212713.697478992,198275.12605042,280956.25,273463.942307692,237800.537624018,243437.485105238
2026/05/18,270500,288500,262000,281500,252735.294117647,269585.294117647,280786.008403361,294811.365546218,308836.722689076,339500,235885.294117647,224684.579831933,210659.222689076,196633.865546218,280668.75,271218.75,229908.705667761,237160.128314821
2026/05/15,295500,296500,266000,273500,249176.470588235,265000.042016807,276464.327731092,290108.256302521,303752.18487395,310500,233352.899159664,221888.613445378,208244.68487395,194600.756302521,280600,268576.923076923,224079.467927268,232218.603560624
2026/05/14,282000,299500,282000,293000,245764.705882353,260490.420168067,272244.705882353,285484.705882353,298724.705882353,356500,231038.991596639,219284.705882353,206044.705882353,192804.705882353,278181.25,263762.019230769,215726.851267544,226074.556657473
2026/05/13,270000,288500,262000,286500,241352.941176471,255116.512605042,267191.512605042,280110.798319328,293030.084033613,350500,227589.369747899,215514.369747899,202595.084033613,189675.798319328,271525,256644.230769231,211985.935117823,222086.32879926
2026/05/12,286000,294500,266000,272500,237294.117647059,250265.546218487,262547.68907563,275174.474789916,287801.260504202,363500,224322.68907563,212040.546218487,199413.760504202,186786.974789916,266525,250240.384615385,209583.432890213,219492.664941669
2026/05/11,285000,294500,280000,285500,233735.294117647,246128.865546218,258576.008403361,270996.365546218,283416.722689076,343000,221341.722689076,208894.579831933,196474.222689076,184053.865546218,258993.75,244978.365384615,204063.286820675,215145.550015378
2026/05/08,261500,281500,260000,276500,229235.294117647,241047.43697479,253866.008403361,266181.365546218,278496.722689076,343000,217423.151260504,204604.579831933,192289.222689076,179973.865546218,248912.5,238504.807692308,203175.064786143,213219.943881967
2026/05/07,273000,289000,260000,270500,224764.705882353,236067.56302521,249231.134453782,261464.348739496,273697.56302521,341500,213461.848739496,200298.277310924,188065.06302521,175831.848739496,240318.75,232661.057692308,203454.420274603,212346.803939406
2026/05/06,239500,274000,239000,274000,221029.411764706,232010.12605042,245352.983193277,257514.768907563,269676.554621849,324500,210048.697478992,196705.840336134,184544.054621849,172382.268907563,232268.75,227622.596153846,204085.594834739,211220.079523187
2026/05/04,223500,232500,223500,230000,216852.941176471,227805.084033613,241177.941176471,253340.441176471,265502.941176471,306000,205900.798319328,192527.941176471,180365.441176471,168202.941176471,223837.5,221706.730769231,210393.235573356,213273.523329147
2026/04/30,227500,230000,220500,222500,215852.941176471,227053.655462185,240387.941176471,252655.441176471,264922.941176471,297500,204652.226890756,191317.941176471,179050.441176471,166782.941176471,222175,220336.538461538,208848.323641024,211377.076118348
2026/04/29,218500,228000,217000,226500,214100,225564.285714286,238825,251187.5,263550,327000,202635.714285714,189375,177012.5,164650,221737.5,219052.884615385,205378.408964271,208331.245331167
2026/04/28,224500,227000,219000,220000,212352.941176471,224107.226890756,237206.512605042,249633.298319328,262060.084033613,303000,200598.655462185,187499.369747899,175072.584033613,162645.798319328,220306.25,217771.634615385,203382.91296475,206165.159774489
2026/04/27,220000,226000,217500,225000,210341.176470588,222416.176470588,235176.890756303,247594.74789916,260012.605042017,329000,198266.176470588,185505.462184874,173087.605042017,160669.74789916,220250,216961.538461538,200030.604882273,203365.799399509
2026/04/24,251500,251500,216500,219000,207435.294117647,219717.43697479,232143.151260504,244497.079831933,256851.008403361,342000,195153.151260504,182727.43697479,170373.508403361,158019.579831933,218487.5,215687.5,198772.85855182,201964.445347407
2026/04/23,220500,229500,216000,222500,205617.647058824,218064.789915966,230219.789915966,242520.861344538,254821.932773109,362500,193170.504201681,181015.504201681,168714.432773109,156413.361344538,217762.5,214050.961538462,194641.427633175,198315.735349577
2026/04/22,219000,223000,215500,217500,202335.294117647,215153.865546218,227048.151260504,239404.579831933,251761.008403361,355000,189516.722689076,177622.43697479,165266.008403361,152909.579831933,215887.5,211687.5,192867.082581095,196496.62626589
2026/04/21,217000,221000,216000,221000,199952.941176471,213116.512605042,224787.941176471,237205.441176471,249622.941176471,318500,186789.369747899,175117.941176471,162700.441176471,150282.941176471,214681.25,209812.019230769,189711.267701933,193793.345691016
2026/04/20,213000,219000,212000,215500,197352.941176471,210695.798319328,222295.798319328,234767.226890756,247238.655462185,295500,184010.084033613,172410.084033613,159938.655462185,147467.226890756,212356.25,206940.865384615,187838.318031719,191788.824554216
2026/04/17,221000,221000,215000,218000,195276.470588235,208649.327731092,220273.613445378,232772.18487395,245270.756302521,313500,181903.613445378,170279.327731092,157780.756302521,145282.18487395,210700,205730.769230769,185995.05525539,190302.769501153
2026/04/16,212000,218500,210500,217500,193729.411764706,207063.697478992,218878.697478992,231453.340336134,244027.983193277,302500,180395.12605042,168580.12605042,156005.483193277,143430.840336134,208018.75,202176.442307692,183996.012844671,188153.197752335
2026/04/15,212500,215500,210000,212000,192152.941176471,205413.655462185,217480.798319328,230144.726890756,242808.655462185,293000,178892.226890756,166825.084033613,154161.155462185,141497.226890756,205275,199325,183837.008495483,187467.66831917
2026/04/14,206500,210000,205500,209000,190582.352941176,203681.638655462,216156.638655462,228943.781512605,241730.924369748,295000,177483.067226891,165008.067226891,152220.924369748,139433.781512605,203737.5,196333.653846154,182899.302836212,186222.655444297
2026/04/13,200000,204500,197200,200500,190041.176470588,202801.890756303,215747.605042017,228600.819327731,241454.033613445,280500,177280.462184874,164334.74789916,151481.533613445,138628.319327731,200020,193138.461538462,182509.555471031,185518.174401139
2026/04/10,209000,211000,205000,207000,189935.294117647,202361.008403361,215811.008403361,228748.865546219,241686.722689076,273500,177509.579831933,164059.579831933,151121.722689076,138183.865546218,198875,192025,181157.263010904,184781.046427045
2026/04/09,214000,215000,202000,203000,190082.352941176,202237.352941176,216095.924369748,229102.710084034,242109.495798319,281500,177927.352941176,164068.781512605,151061.995798319,138055.210084034,194236.25,188879.326923077,181704.91781793,185019.923799949
2026/04/08,199800,214500,199800,213000,189600,201494.285714286,215650,228675,241700,273500,177705.714285714,163550,150525,137500,189871.25,186573.557692308,181820.811360753,184985.873001224
2026/04/07,198000,209500,192000,192700,188305.882352941,199977.31092437,214455.168067227,227529.81092437,240604.453781513,293000,176634.453781513,162156.596638655,149081.953781513,136007.31092437,185118.75,183803.365384615,187161.729283613,188133.966523002
2026/04/06,186900,197600,184600,196800,187794.117647059,199394.117647059,214106.260504202,227262.331932773,240418.403361345,286500,176194.117647059,161481.974789916,148325.903361345,135169.831932773,181737.5,183252.884615385,188053.187112119,188490.295213
2026/04/03,182900,187200,181000,185800,187300,198924.285714286,213742.857142857,226964.285714286,240185.714285714,272500,175675.714285714,160857.142857143,147635.714285714,134414.285714286,179438.75,183422.596153846,192880.218027182,191661.091127265
2026/04/02,192700,195200,175000,175600,187500,199315,214026.428571429,227289.642857143,240552.857142857,285500,175685,160973.571428571,147710.357142857,134447.142857143,178845,184075,195761.39171428,193578.780804627
2026/04/01,178600,190800,175800,188100,188329.411764706,200396.554621849,214904.411764706,228191.911764706,241479.411764706,276500,176262.268907563,161754.411764706,148466.911764706,135179.411764706,179911.25,185273.557692308,194704.199503814,192717.375819595
2026/03/31,171600,174700,165700,166700,187352.941176471,199827.941176471,213983.655462185,227299.012605042,240614.369747899,270500,174877.941176471,160722.226890756,147406.869747899,134091.512605042,181002.5,185847.115384615,197714.061693132,194152.100960441
2026/03/30,173000,178500,170600,177000,188476.470588235,201422.18487395,215480.756302521,228982.899159664,242485.042016807,274000,175530.756302521,161472.18487395,147970.042016807,134467.899159664,185402.5,188681.730769231,196931.700759855,194476.746920061
2026/03/27,175200,181700,171500,176800,189447.058823529,202897.058823529,216669.915966387,230281.344537815,243892.773109244,230000,175997.058823529,162224.201680672,148612.773109244,135001.344537815,188263.75,191182.211538462,197744.240166605,195714.461209364
2026/03/26,190100,190100,178900,180200,189729.411764706,203587.983193277,217043.697478992,230700.840336134,244357.983193277,222500,175870.840336134,162415.12605042,148757.983193277,135100.840336134,191688.75,192803.365384615,196470.632850066,195387.391517064
2026/03/25,195400,196400,189000,191700,190070.588235294,204226.302521008,217374.87394958,231027.016806723,244679.159663866,226500,175914.87394958,162766.302521008,149114.159663866,135462.016806723,194213.75,193143.75,192985.679492398,193082.482446229
2026/03/24,197000,198200,185500,190700,191588.235294118,206066.092436975,218919.663865546,232585.378151261,246251.092436975,220000,177110.378151261,164256.806722689,150591.092436975,136925.378151261,195512.5,192435.576923077,192211.524023474,192448.670899779
2026/03/23,200000,200000,185100,185300,193488.235294118,208200.378151261,220738.949579832,234364.306722689,247989.663865546,225000,178776.092436975,166237.521008403,152612.163865546,138986.806722689,195778.75,192399.519230769,191330.756865376,191960.410032984
2026/03/20,204500,206000,198600,199800,194676.470588235,209495.042016807,221794.327731092,235353.256302521,248912.18487395,219000,179857.899159664,167558.613445378,153999.68487395,140440.756302521,196592.5,192500.961538462,187306.085322335,189470.153402422
2026/03/19,205000,205000,198200,198700,194747.058823529,209458.487394958,221618.487394958,235054.201680672,248489.915966387,222500,180035.630252101,167875.630252101,154439.915966387,141004.201680672,194381.25,191338.942307692,186779.17274696,189031.461250546
2026/03/18,196100,210000,196100,209500,194482.352941176,208990.210084034,221080.924369748,234380.210084034,247679.495798319,217500,179974.495798319,167883.781512605,154584.495798319,141285.210084034,191651.25,190362.019230769,187723.307341519,190125.624210928
2026/03/17,194400,198700,193100,194800,193352.941176471,207508.655462185,219573.655462185,232684.012605042,245794.369747899,221000,179197.226890756,167132.226890756,154021.869747899,140911.512605042,188140,189400,192315.228749514,192979.902186663
2026/03/16,184100,191100,182500,191000,193005.882352941,207064.453781513,218865.882352941,231795.882352941,244725.882352941,215500,178947.31092437,167145.882352941,154215.882352941,141285.882352941,187548.75,189730.288461538,193479.493829166,193497.901806765
2026/03/13,183000,186200,178300,184000,192500,206272.857142857,218003.571428571,230755.357142857,243507.142857143,218000,178727.142857143,166996.428571429,154244.642857143,141492.857142857,185011.25,189527.403846154,194281.498260892,193800.741019478
2026/03/12,189300,191500,185900,188400,192258.823529412,205714.537815126,217445.25210084,230038.466386555,242631.680672269,217500,178803.109243698,167072.394957983,154479.180672269,141885.966386555,185316.25,190044.711538462,192219.317016118,192071.750411549
2026/03/11,189800,194800,185100,189200,190988.235294118,204136.806722689,215926.092436975,228395.021008403,240863.949579832,212000,177839.663865546,166050.378151261,153581.449579832,141112.521008403,187645,191936.538461538,191198.267379097,190912.74827272
2026/03/10,184000,191500,180000,189700,189652.941176471,202506.512605042,213990.798319328,226159.726890756,238328.655462185,209000,176799.369747899,165315.084033613,153146.155462185,140977.226890756,188997.5,194037.5,190470.399544593,189833.923485585
2026/03/09,179800,181300,167300,171500,188111.764705882,200650.336134454,211833.193277311,223693.907563025,235554.621848739,200500,175573.193277311,164390.336134454,152529.62184874,140668.907563025,189615,194744.230769231,189870.931039586,188589.986651723
2026/03/06,189000,190100,181000,185800,187494.117647059,199793.403361345,210644.117647059,222219.117647059,233794.117647059,207000,175194.831932773,164344.117647059,152769.117647059,141194.117647059,196058.75,196911.057692308,183501.034642056,184232.349377687
2026/03/05,183500,199700,183500,193500,186041.176470588,198201.176470588,208609.74789916,219894.033613445,231178.319327731,203000,173881.176470588,163472.605042017,152188.319327731,140904.033613445,200303.75,196705.288461538,178480.237172819,180288.729146595
2026/03/04,190000,195900,171900,181600,184547.058823529,196637.773109244,206543.487394958,217541.701680672,228539.915966387,213000,172456.344537815,162550.630252101,151552.415966387,140554.201680672,201303.75,195466.826923077,174720.209881147,176979.721023862
2026/03/03,214000,215000,184600,186000,183717.647058824,195782.647058824,205202.647058824,215945.147058824,226687.647058824,192700,171652.647058824,162232.647058824,151490.147058824,140747.647058824,203700,195226.923076923,167230.689796894,172074.525223357
2026/02/27,218000,223000,210000,217500,181670.588235294,193472.016806723,202418.445378151,212792.37394958,223166.302521008,196800,169869.159663866,160922.731092437,150548.802521008,140174.87394958,204295,194040.384615385,155853.33697024,164082.753607726
2026/02/26,207500,228500,205500,223000,178335.294117647,190066.008403361,198531.008403361,208628.865546218,218726.722689076,185800,166604.579831933,158139.579831933,148041.722689076,137943.865546218,199225,189521.153846154,152872.66201707,161091.061054055
2026/02/25,202000,206500,201000,205500,174694.117647059,186424.831932773,194355.546218487,204186.260504202,214016.974789916,175600,162963.403361345,155032.68907563,145201.974789916,135371.260504202,192302.5,183897.115384615,153794.462503428,160392.047486455
2026/02/24,194700,201500,190700,201000,172270.588235294,184059.87394958,191457.016806723,201050.231092437,210643.445378151,188100,160481.302521008,153084.159663866,143490.945378151,133897.731092437,187555,179998.076923077,152784.789956265,158912.818262945
2026/02/23,191500,197600,190500,194200,169852.941176471,181337.226890756,188570.798319328,197929.726890756,207288.655462185,166700,158368.655462185,151135.084033613,141776.155462185,132417.226890756,183101.25,175738.942307692,151531.682945645,157077.318043161
2026/02/20,189800,191200,188400,190300,167394.117647059,178576.974789916,185669.831932773,194807.68907563,203945.546218487,177000,156211.260504202,149118.403361345,139980.546218487,130842.68907563,178286.25,172379.326923077,150378.608465371,155576.252522058
2026/02/19,182100,190900,182100,188900,165123.529411765,175974.243697479,182884.957983193,191765.672268908,200646.386554622,176800,154272.81512605,147362.100840336,138481.386554622,129600.672268908,174081.25,169431.25,149896.483343395,154702.006073908
2026/02/13,177000,184400,176300,182400,163076.470588235,173485.042016807,180258.613445378,188849.68487395,197440.756302521,180200,152667.899159664,145894.327731092,137303.256302521,128712.18487395,170241.25,167185.096153846,150670.07722629,154622.260741788
2026/02/12,169500,180000,169500,179900,161152.941176471,171058.655462185,177755.084033613,186056.155462185,194357.226890756,191700,151247.226890756,144550.798319328,136249.726890756,127948.655462185,167170,165388.461538462,150749.533447797,153962.35804406
2026/02/11,165400,168600,162000,166800,158952.941176471,168372.941176471,174967.226890756,182974.369747899,190981.512605042,190700,149532.941176471,142938.655462185,134931.512605042,126924.369747899,163496.25,162537.019230769,151540.692495301,153608.570266548
2026/02/10,166700,168100,165300,166500,157858.823529412,166805.25210084,173303.823529412,181026.323529412,188748.823529412,185300,148912.394957983,142413.823529412,134691.323529412,126968.823529412,163251.25,161581.25,150218.984463742,152294.215476942
2026/02/09,165000,170000,163200,163500,156858.823529412,165323.823529412,171710.25210084,179135.966386555,186561.680672269,199800,148393.823529412,142007.394957983,134581.680672269,127155.966386555,163013.75,160766.826923077,149279.260387913,151244.423656763
2026/02/06,152000,161600,111600,161000,155770.588235294,163701.302521008,169997.016806723,177110.231092437,184223.445378151,198700,147839.87394958,141544.159663866,134430.945378151,127317.731092437,161833.75,160286.057692308,147144.135060491,149252.916170991
2026/02/05,165000,165000,158500,161100,154505.882352941,161903.025210084,168084.453781513,174873.739495798,181663.025210084,209500,147108.739495798,140927.31092437,134138.025210084,127348.739495798,161745,159505.769230769,146663.037066914,149264.084307759
2026/02/04,164900,169400,162100,168100,153152.941176471,160386.512605042,166407.941176471,173035.441176471,179662.941176471,194800,145919.369747899,139897.941176471,133270.441176471,126642.941176471,161201.25,158465.865384615,144475.942644484,147705.035010029
2026/02/03,153000,168300,153000,167500,151382.352941176,158475.210084034,164310.210084034,170774.138655462,177238.067226891,191000,144289.495798319,138454.495798319,131990.567226891,125526.638655462,159796.25,156725.480769231,144008.87365662,146901.287293262
2026/02/02,158000,159600,150400,151200,149747.058823529,156657.773109244,162325.630252101,168614.915966387,174904.201680672,184000,142836.344537815,137168.487394958,130879.201680672,124589.915966387,158198.75,155022.596153846,144324.595653987,146486.787045329
2026/01/30,161500,166500,160100,160800,149064.705882353,155838.277310924,161355.420168067,167500.777310924,173646.134453782,188400,142291.134453782,136773.991596639,130628.634453782,124483.277310924,158225,154478.846153846,139903.256289478,143324.042802266
2026/01/29,163500,168200,157100,161100,147929.411764706,154625.840336134,159918.697478992,165913.340336134,171907.983193277,189200,141232.983193277,135940.12605042,129945.483193277,123950.840336134,156171.25,152462.019230769,137005.278688786,140743.541121371
2026/01/28,160300,164800,160100,164300,146505.882352941,153100.168067227,158146.596638655,163966.953781513,169787.31092437,189700,139911.596638655,134865.168067227,129044.81092437,123224.453781513,154665,150767.307692308,134587.759486244,138520.082909094
2026/01/27,152100,159900,149200,159900,145058.823529412,151557.394957983,156396.680672269,162065.609243698,167734.537815126,171500,138560.25210084,133720.966386555,128052.037815126,122383.109243697,152280,148896.153846154,133657.317120617,137068.220324526
2026/01/26,152100,156600,151500,152400,143258.823529412,149645.25210084,154273.109243698,159780.25210084,165287.394957983,185800,136872.394957983,132244.537815126,126737.394957983,121230.25210084,149608.75,147184.134615385,133105.716084974,136053.22530541
2026/01/23,153600,156000,150100,151700,141376.470588235,147672.18487395,152077.899159664,157428.613445378,162779.327731092,193500,135080.756302521,130675.042016807,125324.327731092,119973.613445378,148382.5,145958.653846154,131151.39316082,134292.337141808
2026/01/22,152100,160000,150800,154100,139441.176470588,145622.605042017,149816.176470588,155003.676470588,160191.176470588,181600,133259.74789916,129066.176470588,123878.676470588,118691.176470588,147312.5,144539.423076923,128988.566122686,132322.942269559
2026/01/21,143500,149800,141000,149700,137258.823529412,143280.25210084,147262.394957983,152264.180672269,157265.966386555,186000,131237.394957983,127255.25210084,122253.466386555,117251.680672269,145396.25,142979.326923077,127730.606450331,130725.624208596
2026/01/20,148900,149300,138000,142500,135000,140835,144632.142857143,149448.214285714,154264.285714286,217500,129165,125367.857142857,120551.785714286,115735.714285714,143751.25,141569.711538462,125995.250127252,128880.139225598
2026/01/19,149200,150600,146600,148200,133176.470588235,138844.327731092,142477.18487395,147127.542016807,151777.899159664,223000,127508.613445378,123875.756302521,119225.399159664,114575.042016807,143130,140538.461538462,122053.312740136,125705.06925876
2026/01/16,144500,149500,143800,149500,130970.588235294,136487.731092437,139978.445378151,144482.37394958,148986.302521008,205500,125453.445378151,121962.731092437,117458.802521008,112954.87394958,141691.25,138988.942307692,119238.203921921,122977.665382815
2026/01/15,138900,145100,138300,145000,128447.058823529,133739.915966387,137134.201680672,141477.773109244,145821.344537815,201000,123154.201680672,119759.915966387,115416.344537815,111072.773109244,139923.75,136951.442307692,117505.426203336,120870.082858127
2026/01/14,138200,140300,136500,139500,126276.470588235,131322.899159664,134682.18487395,138885.042016807,143087.899159664,194200,121230.042016807,117870.756302521,113667.899159664,109465.042016807,139052.5,135324.038461538,115539.478897203,118717.839086746
2026/01/13,139300,140700,136900,138100,124429.411764706,129268.697478992,132591.554621849,136672.62605042,140753.697478992,190300,119590.12605042,116267.268907563,112186.197478992,108105.12605042,138615,133609.615384615,112779.806019639,116283.950712539
2026/01/12,141900,142700,136900,138000,122388.235294118,127016.092436975,130317.521008403,134282.163865546,138246.806722689,188900,117760.378151261,114458.949579832,110494.306722689,106529.663865546,137388.75,131449.519230769,109666.569616208,113682.158465573
2026/01/09,138000,140700,135200,139700,120482.352941176,124888.067226891,128213.781512605,132079.495798319,135945.210084034,182400,116076.638655462,112750.924369748,108885.210084034,105019.495798319,136358.75,129041.826923077,106434.676399705,111027.326785437
2026/01/08,141500,144500,137000,139600,118647.058823529,122840.630252101,126207.058823529,129987.058823529,133767.058823529,179900,114453.487394958,111087.058823529,107307.058823529,103527.058823529,133900,126407.692307692,104200.217596353,109136.671471915
2026/01/07,139500,144400,137600,141500,116770.588235294,120752.731092437,124164.87394958,127862.016806723,131559.159663866,166800,112788.445378151,109376.302521008,105679.159663866,101982.016806723,130211.25,123427.403846154,102079.993111672,107223.398604807
2026/01/06,138200,140200,132700,136900,114829.411764706,118626.554621849,122085.12605042,125712.983193277,129340.840336134,166500,111032.268907563,107573.697478992,103945.840336134,100317.983193277,126066.25,120087.019230769,101080.245793805,105840.532826598
2026/01/05,128500,139900,128200,139700,113152.941176471,116785.798319328,120291.512605042,123860.798319328,127430.084033613,163500,109520.084033613,106014.369747899,102445.084033613,98875.7983193277,122438.75,117245.673076923,100403.6667732,104863.472580997
2026/01/02,120200,129600,120000,129300,111376.470588235,114867.18487395,118456.470588235,121996.470588235,125536.470588235,161000,107885.756302521,104296.470588235,100756.470588235,97216.4705882353,117530,113976.923076923,102277.999752692,105373.646266095
2025/12/30,119400,121200,118700,120400,110135.294117647,113529.579831933,117219.579831933,120761.722689076,124303.865546218,161100,106741.008403361,103051.008403361,99508.8655462185,95966.7226890756,114425,111821.153846154,103509.838369525,105693.568908287
2025/12/29,117300,120300,116000,118800,109223.529411765,112582.81512605,116358.529411765,119926.029411765,123493.529411765,168100,105864.243697479,102088.529411765,98521.0294117647,94953.5294117647,112686.25,110594.711538462,103607.194211558,105496.427583136
2025/12/26,112000,117100,111600,117000,108394.117647059,111716.974789916,115586.974789916,119183.403361345,122779.831932773,167500,105071.260504202,101201.260504202,97604.8319327731,94008.4033613445,110503.75,109232.211538462,104139.406457881,105622.500339255
2025/12/24,112000,112500,110900,111300,107629.411764706,110930.840336134,114885.840336134,118514.054621849,122142.268907563,151200,104327.983193277,100372.983193277,96744.768907563,93116.5546218487,108901.25,108231.25,105133.603355224,106082.36197196
2025/12/23,111000,112500,110400,111500,107000,110325.714285714,114357.142857143,118035.714285714,121714.285714286,160800,103674.285714286,99642.8571428571,95964.2857142857,92285.7142857143,108406.25,107937.019230769,104839.820317991,105724.42900355
2025/12/22,108500,110700,108300,110700,106411.764705882,109778.193277311,113876.050420168,117608.193277311,121340.336134454,161100,103045.336134454,98947.4789915966,95215.3361344538,91483.1932773109,107358.75,107445.673076923,104599.802004437,105265.097586639
2025/12/19,108900,109800,106200,106600,105982.352941176,109394.495798319,113578.781512605,117376.995798319,121175.210084034,164300,102570.210084034,98385.9243697479,94587.7100840336,90789.4957983193,106711.25,107077.403846154,104564.890034188,104924.27972033
2025/12/18,104400,109300,104400,108100,105776.470588235,109235.042016807,113557.899159664,117448.613445378,121339.327731092,159900,102317.899159664,97995.0420168067,94104.3277310925,90213.6134453782,107013.75,107089.903846154,103790.771049875,104268.209610737
2025/12/17,103500,108200,103300,108100,105223.529411765,108729.243697479,113181.386554622,117160.31512605,121139.243697479,152400,101717.81512605,97265.6722689076,93286.743697479,89307.8151260504,107061.25,106888.942307692,103236.905178621,103631.142723502
2025/12/16,105800,105800,102700,103400,104570.588235294,108159.87394958,112734.159663866,116815.945378151,120897.731092437,151700,100981.302521008,96407.0168067227,92325.231092437,88243.4453781513,107107.5,106641.346153846,103111.38741361,103327.170051784
2025/12/15,106200,106400,104600,105600,104041.176470588,107731.176470588,112436.890756303,116634.74789916,120832.605042017,154100,100351.176470588,95645.462184874,91447.6050420168,87249.7478991597,107701.25,106735.096153846,101908.677059415,102577.515057673
2025/12/12,107300,108900,106100,108500,103794.117647059,107569.831932773,112406.260504202,116712.331932773,121018.403361345,149700,100018.403361345,95181.974789916,90875.9033613446,86569.8319327731,108035,106582.692307692,100730.825403597,101770.107115478
2025/12/11,108700,110500,107300,107700,103158.823529412,107028.823529412,111985.966386555,116399.537815126,120813.109243697,142500,99288.8235294118,94331.6806722689,89918.1092436975,85504.5378151261,107723.75,105924.519230769,100185.362672373,101302.98074044
2025/12/10,108400,109800,107400,108500,102594.117647059,106549.117647059,111605.546218487,116111.260504202,120616.974789916,148200,98639.1176470588,93582.6890756303,89076.974789916,84571.2605042017,107000,105069.230769231,99218.9278709693,100513.833056687
2025/12/09,107500,110600,107300,108400,102105.882352941,106137.31092437,111273.025210084,115856.596638655,120440.168067227,149500,98074.4537815126,92938.7394957983,88355.1680672269,83771.5966386555,106182.5,104089.423076923,98494.4139501523,99858.3294929506
2025/12/08,111500,112000,108000,109500,101464.705882353,105562.56302521,110771.848739496,115425.420168067,120078.991596639,145000,97366.8487394958,92157.5630252101,87503.9915966387,82850.4201680672,105430,103507.692307692,98157.2626871682,99544.9533929569
2025/12/05,104700,108400,104300,108200,101058.823529412,105243.109243697,110493.109243697,115210.25210084,119927.394957983,139500,96874.5378151261,91624.5378151261,86907.3949579832,82190.2521008403,104140,102653.846153846,97900.8025301867,99031.1255457263
2025/12/04,104000,105300,103200,104900,100805.882352941,105128.739495798,110363.025210084,115141.596638655,119920.168067227,138100,96483.025210084,91248.7394957983,86470.1680672269,81691.5966386555,102876.25,101671.634615385,98374.2311019836,99176.6337416254
2025/12/03,104300,105500,103900,104700,100758.823529412,105210.966386555,110422.394957983,115254.180672269,120085.966386555,138000,96306.6806722689,91095.2521008403,86263.4663865546,81431.6806722689,102232.5,100997.115384615,98471.3953670365,99183.0704622206
2025/12/02,101000,104000,100800,104000,100558.823529412,105133.109243697,110295.25210084,115163.466386555,120031.680672269,139700,95984.5378151261,90822.3949579832,85954.1806722689,81085.9663865546,101428.75,100076.442307692,98904.7939177001,99431.7228854844
2025/12/01,101500,102800,99900,100600,100176.470588235,104882.18487395,109983.613445378,114887.18487395,119790.756302521,139600,95470.756302521,90369.3277310925,85465.756302521,80562.1848739496,100736.25,99860.0961538462,100103.942680445,100380.321844631
2025/11/28,103500,103800,100500,101500,100117.647058824,104954.075630252,109952.647058824,114870.147058824,119787.647058824,141500,95281.218487395,90282.6470588235,85365.1470588235,80447.6470588235,100195,99805.7692307692,100417.253205476,100798.805283016
2025/11/27,104300,105500,102700,103400,100047.058823529,105004.201680672,109906.344537815,114835.987394958,119765.630252101,136900,95089.9159663866,90187.7731092437,85258.1302521009,80328.487394958,99272.5,99693.2692307692,100873.107460616,101256.916130065
2025/11/26,100100,103200,99300,103100,100094.117647059,105150.546218487,109951.260504202,114879.831932773,119808.403361345,139700,95037.6890756303,90236.974789916,85308.4033613445,80379.8319327731,98872.5,99412.5,101481.428158631,101520.535141465
2025/11/25,98800,101500,97800,98700,100576.470588235,105712.18487395,110409.327731092,115325.756302521,120242.18487395,129300,95440.756302521,90743.6134453782,85827.1848739496,80910.756302521,97982.5,98847.1153846154,102417.959317828,101900.57943385
2025/11/24,96700,99000,95700,97000,101105.882352941,106315.168067227,110913.739495798,115817.668067227,120721.596638655,120400,95896.5966386555,91298.025210084,86394.0966386555,81490.1680672269,98166.25,99125.4807692308,102816.415288588,102101.631711353
